Ma_lop,Ma_HP,Ten_HP,Khoi_luong,Buoi_so,Thu,Thoi_gian,BD,KT,Tuan,Phong,Can_TN,Loai_lop
713549,ET3241,Analog Electronics II,2(2-0-1-4),2,2,1230-1455,1230,1455,10|14,C9-310,NULL,TN
713550,ET3241,Analog Electronics II,2(2-0-1-4),1,3,1230-1455,1230,1455,5,Online,NULL,TN
713550,ET3241,Analog Electronics II,2(2-0-1-4),2,3,1230-1455,1230,1455,10|14,C9-310,NULL,TN
713551,ET3241,Analog Electronics II,2(2-0-1-4),1,4,1230-1455,1230,1455,5,Online,NULL,TN
713551,ET3241,Analog Electronics II,2(2-0-1-4),2,4,1230-1455,1230,1455,10|14,C9-310,NULL,TN
713552,ET3241,Analog Electronics II,2(2-0-1-4),1,5,1230-1455,1230,1455,5,Online,NULL,TN
713552,ET3241,Analog Electronics II,2(2-0-1-4),2,5,1230-1455,1230,1455,10|14,C9-310,NULL,TN
129236,ET3250,Digital Communications,3(3-0-1-6),1,6,0645-0910,1,3,1-8|10-17,D7-202,TN,LT+BT
713388,ET3250,Digital Communications,3(3-0-1-6),1,2,1230-1455,1230,1455,5,Online,NULL,TN
713388,ET3250,Digital Communications,3(3-0-1-6),2,2,1230-1455,1230,1455,10|14,C9-202,NULL,TN
713389,ET3250,Digital Communications,3(3-0-1-6),1,2,1505-1730,1505,1730,5,Online,NULL,TN
713389,ET3250,Digital Communications,3(3-0-1-6),2,2,1505-1730,1505,1730,10|14,C9-202,NULL,TN
713390,ET3250,Digital Communications,3(3-0-1-6),1,3,1230-1455,1230,1455,5,Online,NULL,TN
713390,ET3250,Digital Communications,3(3-0-1-6),2,3,1230-1455,1230,1455,10|14,C9-202,NULL,TN
713391,ET3250,Digital Communications,3(3-0-1-6),1,3,1505-1730,1505,1730,5,Online,NULL,TN
713391,ET3250,Digital Communications,3(3-0-1-6),2,3,1505-1730,1505,1730,10|14,C9-202,NULL,TN
713392,ET3250,Digital Communications,3(3-0-1-6),1,4,1230-1455,1230,1455,5,Online,NULL,TN
713392,ET3250,Digital Communications,3(3-0-1-6),2,4,1230-1455,1230,1455,10|14,C9-202,NULL,TN
713393,ET3250,Digital Communications,3(3-0-1-6),1,4,1505-1730,1505,1730,5,Online,NULL,TN
713393,ET3250,Digital Communications,3(3-0-1-6),2,4,1505-1730,1505,1730,10|14,C9-202,NULL,TN
713394,ET3250,Digital Communications,3(3-0-1-6),1,5,1230-1455,1230,1455,5,Online,NULL,TN
713394,ET3250,Digital Communications,3(3-0-1-6),2,5,1230-1455,1230,1455,10|14,C9-202,NULL,TN
128357,ET3250E,Fundamentals of Communication Systems,3(3-1-0-6),1,2,1410-1730,3,6,1-8|10-17,D8-303,NULL,LT+BT
128202,ET3260,Applied Software Engineering,2(2-1-0-4),1,5,1230-1455,1,3,1-8|10-17,D6-102,NULL,LT+BT
129208,ET3260,Applied Software Engineering,2(2-1-0-4),1,2,0645-0910,1,3,1-8|10-17,D5-501,NULL,LT+BT
129209,ET3260,Applied Software Engineering,2(2-1-0-4),1,2,0920-1145,4,6,1-8|10-17,D5-502,NULL,LT+BT
129210,ET3260,Applied Software Engineering,2(2-1-0-4),1,4,0645-0910,1,3,1-8|10-17,D5-404,NULL,LT+BT
129211,ET3260,Applied Software Engineering,2(2-1-0-4),1,4,0920-1145,4,6,1-8|10-17,D5-405,NULL,LT+BT
129212,ET3260,Applied Software Engineering,2(2-1-0-4),1,6,0920-1145,4,6,1-8|10-17,D5-404,NULL,LT+BT
128379,ET3260E,Applied Software engineering,2(2-1-0-4),1,3,0920-1145,4,6,1-8|10-17,D8-402,NULL,LT+BT
129313,ET3262,Technology and technical design thinking,2(1-2-0-4),1,4,0645-0910,1,3,1-8|10-17,NULL,NULL,LT+BT
129314,ET3262,Technology and technical design thinking,2(1-2-0-4),1,4,0920-1145,4,6,1-8|10-17,NULL,NULL,LT+BT
129315,ET3262,Technology and technical design thinking,2(1-2-0-4),1,6,0645-0910,1,3,1-8|10-17,NULL,NULL,LT+BT
129316,ET3262,Technology and technical design thinking,2(1-2-0-4),1,6,0920-1145,4,6,1-8|10-17,NULL,NULL,LT+BT
129317,ET3262,Technology and technical design thinking,2(1-2-0-4),1,3,1230-1455,1,3,1-8|10-17,NULL,NULL,LT+BT
129318,ET3262,Technology and technical design thinking,2(1-2-0-4),1,3,1505-1730,4,6,1-8|10-17,NULL,NULL,LT+BT
129319,ET3262,Technology and technical design thinking,2(1-2-0-4),1,5,1230-1455,1,3,1-8|10-17,NULL,NULL,LT+BT
129320,ET3262,Technology and technical design thinking,2(1-2-0-4),1,5,1505-1730,4,6,1-8|10-17,NULL,NULL,LT+BT
129321,ET3262,Technology and technical design thinking,2(1-2-0-4),1,2,1230-1455,1,3,1-8|10-17,NULL,NULL,LT+BT
129322,ET3262,Technology and technical design thinking,2(1-2-0-4),1,2,1505-1730,4,6,1-8|10-17,NULL,NULL,LT+BT
710380,ET3270,Engineering Practicum,2(0-0-4-4),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TT
710382,ET3270,Engineering Practicum,2(0-0-4-4),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TT
713758,ET3270E,Engineering Practicum,2(0-0-4-4),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TT
128203,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,4,1505-1645,4,5,1-8|10-17,D6-101,TN,LT+BT
129192,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,3,0645-0815,1,2,1-8|10-17,D5-405,TN,LT+BT
129193,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,3,0825-1005,3,4,1-8|10-17,D5-404,TN,LT+BT
129194,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,3,1015-1145,5,6,1-8|10-17,D5-405,TN,LT+BT
129195,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,5,0645-0815,1,2,1-8|10-17,D5-405,TN,LT+BT
129196,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,5,0825-1005,3,4,1-8|10-17,D5-405,TN,LT+BT
713553,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,2,0645-0910,700,910,4|7,Online,NULL,TN
713553,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,2,0645-0910,700,910,14,C9-309A,NULL,TN
713554,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,2,0920-1145,920,1145,4|7,Online,NULL,TN
713554,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,2,0920-1145,920,1145,14,C9-309A,NULL,TN
713555,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,3,1230-1455,1230,1455,4|7,Online,NULL,TN
713555,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,3,1230-1455,1230,1455,14,C9-309A,NULL,TN
713556,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,4,1230-1455,1230,1455,4|7,Online,NULL,TN
713556,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,4,1230-1455,1230,1455,14,C9-309A,NULL,TN
713557,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,5,1230-1455,1230,1455,4|7,Online,NULL,TN
713557,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,5,1230-1455,1230,1455,14,C9-309A,NULL,TN
713558,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,6,1230-1455,1230,1455,4|7,Online,NULL,TN
713558,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,6,1230-1455,1230,1455,14,C9-309A,NULL,TN
713559,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,2,1230-1455,1230,1455,5|8,Online,NULL,TN
713559,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,2,1230-1455,1230,1455,15,C9-309A,NULL,TN
713560,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,3,1230-1455,1230,1455,5|8,Online,NULL,TN
713560,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,3,1230-1455,1230,1455,15,C9-309A,NULL,TN
713561,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,4,1230-1455,1230,1455,5|8,Online,NULL,TN
713561,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,4,1230-1455,1230,1455,15,C9-309A,NULL,TN
713562,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,5,1230-1455,1230,1455,5|8,Online,NULL,TN
713562,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,5,1230-1455,1230,1455,15,C9-309A,NULL,TN
713563,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,6,1230-1455,1230,1455,5|8,Online,NULL,TN
713563,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,6,1230-1455,1230,1455,15,C9-309A,NULL,TN
713564,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,3,1505-1730,1505,1730,4|7,Online,NULL,TN
713564,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,3,1505-1730,1505,1730,14,C9-309A,NULL,TN
713565,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,4,1505-1730,1505,1730,4|7,Online,NULL,TN
713565,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,4,1505-1730,1505,1730,14,C9-309A,NULL,TN
713566,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,5,1505-1730,1505,1730,4|7,Online,NULL,TN
713566,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,5,1505-1730,1505,1730,14,C9-309A,NULL,TN
713567,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,6,1505-1730,1505,1730,4|7,Online,NULL,TN
713567,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,6,1505-1730,1505,1730,14,C9-309A,NULL,TN
713568,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,2,1505-1730,1505,1730,5|8,Online,NULL,TN
713568,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,2,1505-1730,1505,1730,15,C9-309A,NULL,TN
713569,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,3,1505-1730,1505,1730,5|8,Online,NULL,TN
713569,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,3,1505-1730,1505,1730,15,C9-309A,NULL,TN
713570,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,4,1505-1730,1505,1730,5|8,Online,NULL,TN
713570,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,4,1505-1730,1505,1730,15,C9-309A,NULL,TN
713571,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,5,1505-1730,1505,1730,5|8,Online,NULL,TN
713571,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,5,1505-1730,1505,1730,15,C9-309A,NULL,TN
713572,ET3280,Antenna and Wave Transmission,2(2-0-1-4),1,6,1505-1730,1505,1730,5|8,Online,NULL,TN
713572,ET3280,Antenna and Wave Transmission,2(2-0-1-4),2,6,1505-1730,1505,1730,15,C9-309A,NULL,TN
710383,ET3290,Design Project I,2(0-0-4-4),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DA
710384,ET3291E,Design project I,2(0-0-4-4),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DA
128416,ET3300,Microprocessors,3(3-1-0-6),1,2,1410-1730,3,6,1-8|10-17,D8-301,NULL,LT+BT
129244,ET3300,Microprocessors,3(3-1-0-6),1,2,1230-1550,1,4,1-8|10-17,D5-201,NULL,LT+BT
129245,ET3300,Microprocessors,3(3-1-0-6),1,2,1600-1730,5,6,1-8|10-17,D5-202,NULL,LT+BT
129245,ET3300,Microprocessors,3(3-1-0-6),2,4,1600-1730,5,6,1-8|10-17,D5-202,NULL,LT+BT
128329,ET3300E,Digital System Design 2,4(4-1-0-8),1,2,1230-1455,1,3,1-8|10-17,D8-202,NULL,LT+BT
128329,ET3300E,Digital System Design 2,4(4-1-0-8),2,5,1600-1730,5,6,1-8|10-17,D8-402,NULL,LT+BT
128168,ET3310,Theory of Cryptography,3(3-1-0-6),1,4,0645-0815,1,2,1-8|10-17,D6-101,NULL,LT+BT
128168,ET3310,Theory of Cryptography,3(3-1-0-6),2,6,1015-1145,5,6,1-8|10-17,D6-101,NULL,LT+BT
129246,ET3310,Theory of Cryptography,3(3-1-0-6),1,2,1230-1550,1,4,1-8|10-17,D5-202,NULL,LT+BT
129247,ET3310,Theory of Cryptography,3(3-1-0-6),1,2,1600-1730,5,6,1-8|10-17,D5-201,NULL,LT+BT
129247,ET3310,Theory of Cryptography,3(3-1-0-6),2,4,1600-1730,5,6,1-8|10-17,D5-201,NULL,LT+BT
129248,ET3310,Theory of Cryptography,3(3-1-0-6),1,4,1230-1550,1,4,1-8|10-17,D5-202,NULL,LT+BT
129249,ET3310,Theory of Cryptography,3(3-1-0-6),1,6,1410-1730,3,6,1-8|10-17,D5-202,NULL,LT+BT
128380,ET3310E,Theory of Cryptography,3(3-1-0-6),1,5,0645-1005,1,4,1-8|10-17,D8-106,NULL,LT+BT
713616,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,4| 5| 6| 11| 12| 13,Online,NULL,DA
713616,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,4| 5| 6| 11| 12| 13,Online,NULL,DA
713616,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,14|15|16|17,T-302,NULL,DA
713616,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,14|15|16|17,T-302,NULL,DA
713617,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,14| 15| 16| 17,T-302,NULL,DA
713617,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,14| 15| 16| 17,T-302,NULL,DA
713617,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,4|5|6|11|12|13,Online,NULL,DA
713617,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,5|6|11|12|13,Online,NULL,DA
713618,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,1| 2| 3| 7| 8| 10,Online,NULL,DA
713618,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,1| 2| 3| 7| 8| 10,Online,NULL,DA
713618,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,14|15|16|17,T-303,NULL,DA
713618,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,14|15|16|17,T-303,NULL,DA
713619,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,14| 15| 16| 17,T-303,NULL,DA
713619,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,14| 15| 16| 17,T-303,NULL,DA
713619,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,1| 2| 3| 7| 8| 10,Online,NULL,DA
713619,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,1| 2| 3| 7| 8| 10,Online,NULL,DA
713620,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,1| 2| 3| 4| 5| 6,Online,NULL,DA
713620,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,1| 2| 3| 4| 5| 6,Online,NULL,DA
713620,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,10|11|12|13,T-308,NULL,DA
713620,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,10|11|12|13,T-308,NULL,DA
713621,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,10| 11| 12| 13,T-308,NULL,DA
713621,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,10| 11| 12| 13,T-308,NULL,DA
713621,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,1|2|3|4|5|6,Online,NULL,DA
713621,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,1|2|3|4|5|6,Online,NULL,DA
713622,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,4| 5| 6| 11| 12| 13,Online,NULL,DA
713622,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,4| 5| 6| 11| 12| 13,Online,NULL,DA
713622,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,14|15|16|17,T-309,NULL,DA
713622,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,14|15|16|17,T-309,NULL,DA
713623,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,14| 15| 16| 17,T-309,NULL,DA
713623,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,14| 15| 16| 17,T-309,NULL,DA
713623,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1455,1455,4|5|6|11|12|13,Online,NULL,DA
713623,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,4|5|6|11|12|13,Online,NULL,DA
713624,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,1| 2| 3| 4| 5| 6,Online,NULL,DA
713624,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,1| 2| 3| 4| 5| 6,Online,NULL,DA
713624,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,10|11|12|13,T-310,NULL,DA
713624,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,10|11|12|13,T-310,NULL,DA
713625,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,10| 11| 12| 13,T-310,NULL,DA
713625,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,10| 11| 12| 13,T-310,NULL,DA
713625,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,1|2|3|4|5|6,Online,NULL,DA
713625,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,1|2|3|4|5|6,Online,NULL,DA
713626,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,1| 2| 3| 4| 5| 6,Online,NULL,DA
713626,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,1| 2| 3| 4| 5| 6,Online,NULL,DA
713626,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,10|11|14|15,T-311,NULL,DA
713626,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,10|11|14|15,T-311,NULL,DA
713627,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,10| 11| 14| 15,T-311,NULL,DA
713627,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,10| 11| 14| 15,T-311,NULL,DA
713627,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,1|2|3|4|5|6,Online,NULL,DA
713627,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,1|2|3|4|5|6,Online,NULL,DA
713628,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,1| 2| 3| 4| 5| 6,Online,NULL,DA
713628,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,1| 2| 3| 4| 5| 6,Online,NULL,DA
713628,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,12|13|16|17,T-312,NULL,DA
713628,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,12|13|16|17,T-312,NULL,DA
713629,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,12| 13| 16| 17,T-312,NULL,DA
713629,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,12| 13| 16| 17,T-312,NULL,DA
713629,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,1|2|3|4|5|6,Online,NULL,DA
713629,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,1|2|3|4|5|6,Online,NULL,DA
713630,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,1| 2| 3| 7| 8| 10,Online,NULL,DA
713630,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,1| 2| 3| 7| 8| 10,Online,NULL,DA
713630,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,14|15|16|17,T-313,NULL,DA
713630,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,14|15|16|17,T-313,NULL,DA
713631,ET4010,Design Project II,2(0-0-4-4),1,3,1230-1455,1230,1455,14| 15| 16| 17,T-313,NULL,DA
713631,ET4010,Design Project II,2(0-0-4-4),2,5,1230-1455,1230,1455,14| 15| 16| 17,T-313,NULL,DA
713631,ET4010,Design Project II,2(0-0-4-4),3,3,1230-1455,1230,1455,1|2|3|7|8|10,Online,NULL,DA
713631,ET4010,Design Project II,2(0-0-4-4),4,5,1230-1455,1230,1455,1|2|3|7|8|10,Online,NULL,DA
713632,ET4010,Design Project II,2(0-0-4-4),1,3,1505-1730,1505,1730,1| 2| 3| 4| 5| 6,Online,NULL,DA
713632,ET4010,Design Project II,2(0-0-4-4),2,5,1505-1730,1505,1730,1| 2| 3| 4| 5| 6,Online,NULL,DA
713632,ET4010,Design Project II,2(0-0-4-4),3,3,1505-1730,1505,1730,10|11|12|13,T-308,NULL,DA
713632,ET4010,Design Project II,2(0-0-4-4),4,5,1505-1730,1505,1730,10|11|12|13,T-308,NULL,DA
713633,ET4010,Design Project II,2(0-0-4-4),1,3,1505-1730,1505,1730,10| 11| 12| 13,T-308,NULL,DA
713633,ET4010,Design Project II,2(0-0-4-4),2,5,1505-1730,1505,1730,10| 11| 12| 13,T-308,NULL,DA
713633,ET4010,Design Project II,2(0-0-4-4),3,3,1505-1730,1505,1730,1|2|3|4|5|6,Online,NULL,DA
713633,ET4010,Design Project II,2(0-0-4-4),4,5,1505-1730,1505,1730,1|2|3|4|5|6,Online,NULL,DA
713634,ET4010,Design Project II,2(0-0-4-4),1,3,1505-1730,1505,1730,1| 2| 3| 4| 5| 6,Online,NULL,DA
713634,ET4010,Design Project II,2(0-0-4-4),2,5,1505-1730,1505,1730,1| 2| 3| 4| 5| 6,Online,NULL,DA
713634,ET4010,Design Project II,2(0-0-4-4),3,3,1505-1730,1505,1730,10|11|2|13,T-310,NULL,DA
713634,ET4010,Design Project II,2(0-0-4-4),4,5,1505-1730,1505,1730,10|11|2|13,T-310,NULL,DA
713635,ET4010,Design Project II,2(0-0-4-4),1,3,1505-1730,1505,1730,10| 11| 12| 13,T-310,NULL,DA
713635,ET4010,Design Project II,2(0-0-4-4),2,5,1505-1730,1505,1730,10| 11| 12| 13,T-310,NULL,DA
713635,ET4010,Design Project II,2(0-0-4-4),3,3,1505-1730,1505,1730,1|2|3|4|5|6,Online,NULL,DA
713635,ET4010,Design Project II,2(0-0-4-4),4,5,1505-1730,1505,1730,1|2|3|4|5|6,Online,NULL,DA
713636,ET4010,Design Project II,2(0-0-4-4),1,3,1505-1730,1505,1730,1| 2| 3| 4| 5| 6,Online,NULL,DA
713636,ET4010,Design Project II,2(0-0-4-4),2,5,1505-1730,1505,1730,1| 2| 3| 4| 5| 6,Online,NULL,DA
713636,ET4010,Design Project II,2(0-0-4-4),3,3,1505-1730,1505,1730,10|11|14|15,T-311,NULL,DA
713636,ET4010,Design Project II,2(0-0-4-4),4,5,1505-1730,1505,1730,10|11|14|15,T-311,NULL,DA
713637,ET4010,Design Project II,2(0-0-4-4),1,3,1505-1730,1505,1730,10| 11| 14| 15,T-311,NULL,DA
713637,ET4010,Design Project II,2(0-0-4-4),2,5,1505-1730,1505,1730,10| 11| 14| 15,T-311,NULL,DA
713637,ET4010,Design Project II,2(0-0-4-4),3,3,1505-1730,1505,1730,1|2|3|4|5|6,Online,NULL,DA
713637,ET4010,Design Project II,2(0-0-4-4),4,5,1505-1730,1505,1730,1|2|3|4|5|6,Online,NULL,DA
713638,ET4010,Design Project II,2(0-0-4-4),1,3,1505-1730,1505,1730,1| 2| 3| 4| 5| 6,Online,NULL,DA
713638,ET4010,Design Project II,2(0-0-4-4),2,5,1505-1730,1505,1730,1| 2| 3| 4| 5| 6,Online,NULL,DA
713638,ET4010,Design Project II,2(0-0-4-4),3,3,1505-1730,1505,1730,12| 13| 16| 17,T-312,NULL,DA
713638,ET4010,Design Project II,2(0-0-4-4),4,5,1505-1730,1505,1730,12| 13| 16| 17,T-312,NULL,DA
713772,ET4010,Design Project II,2(0-0-4-4),1,4,1230-1455,1,3,1|2|3|4|5|6,Online,NULL,DA
713772,ET4010,Design Project II,2(0-0-4-4),2,7,1230-1455,1,3,1|2|3|4|5|6,Online,NULL,DA
713772,ET4010,Design Project II,2(0-0-4-4),3,4,1230-1455,1,3,12|13|16|17,T-312,NULL,DA
713772,ET4010,Design Project II,2(0-0-4-4),4,7,1230-1455,1,3,12|13|16|17,T-312,NULL,DA
714106,ET4010,Design Project II,2(0-0-4-4),1,2,1505-1730,1505,1730,1|2|3|4|5|6,Online,NULL,DA
714106,ET4010,Design Project II,2(0-0-4-4),2,4,1505-1730,1505,1730,1|2|3|4|5|6,Online,NULL,DA
714106,ET4010,Design Project II,2(0-0-4-4),3,2,1505-1730,1505,1730,12|13|16|17,Online,NULL,DA
714106,ET4010,Design Project II,2(0-0-4-4),4,4,1505-1730,1505,1730,12|13|16|17,Online,NULL,DA
710390,ET4010E,Design Project,3(0-0-6-12),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DA
713773,ET4011E,Design project II,2(0-0-4-4),1,4,1230-1455,1,3,1|2|3|4|5|6,Online,NULL,DA
713773,ET4011E,Design project II,2(0-0-4-4),2,7,1230-1455,1,3,1|2|3|4|5|6,Online,NULL,DA
713773,ET4011E,Design project II,2(0-0-4-4),3,4,1230-1455,1,3,12|13|16|16,T-311,NULL,DA
713773,ET4011E,Design project II,2(0-0-4-4),4,7,1230-1455,1,3,12|13|16|17,T-311,NULL,DA
128169,ET4020,Digital Signal Processing,3(3-0-1-6),1,5,0645-0910,1,3,1-8|10-17,D6-103,TN,LT+BT
129250,ET4020,Digital Signal Processing,3(3-0-1-6),1,3,1230-1455,1,3,1-8|10-17,D5-201,TN,LT+BT
129251,ET4020,Digital Signal Processing,3(3-0-1-6),1,3,1505-1730,4,6,1-8|10-17,D5-202,TN,LT+BT
129252,ET4020,Digital Signal Processing,3(3-0-1-6),1,5,1230-1455,1,3,1-8|10-17,D5-201,TN,LT+BT
129253,ET4020,Digital Signal Processing,3(3-0-1-6),1,5,1505-1730,4,6,1-8|10-17,D5-202,TN,LT+BT
713368,ET4020,Digital Signal Processing,3(3-0-1-6),1,7,1230-1455,1230,1455,6|10,Online,NULL,TN
713368,ET4020,Digital Signal Processing,3(3-0-1-6),2,7,1230-1455,1230,1455,14,T-305,NULL,TN
713369,ET4020,Digital Signal Processing,3(3-0-1-6),1,7,1505-1730,1505,1730,6|10,Online,NULL,TN
713369,ET4020,Digital Signal Processing,3(3-0-1-6),2,7,1505-1730,1505,1730,14,T-305,NULL,TN
713370,ET4020,Digital Signal Processing,3(3-0-1-6),1,2,0645-0910,645,910,6|10,Online,NULL,TN
713370,ET4020,Digital Signal Processing,3(3-0-1-6),2,2,0645-0910,645,910,14,T-305,NULL,TN
713371,ET4020,Digital Signal Processing,3(3-0-1-6),1,2,0920-1145,920,1145,6|10,Online,NULL,TN
713371,ET4020,Digital Signal Processing,3(3-0-1-6),2,2,0920-1145,920,1145,14,T-305,NULL,TN
713372,ET4020,Digital Signal Processing,3(3-0-1-6),1,3,0645-0910,645,910,6|10,Online,NULL,TN
713372,ET4020,Digital Signal Processing,3(3-0-1-6),2,3,0645-0910,645,910,14,T-305,NULL,TN
